k, u, y, y_hat
1581, 8.000000, 2.345044, 2.346550
1582, 8.000000, 2.347675, 2.345839
1583, 8.000000, 2.342413, 2.345463
1584, 8.000000, 2.344715, 2.345265
1585, 8.000000, 2.339783, 2.345006
1586, 8.000000, 2.342085, 2.343781
1587, 8.000000, 2.333205, 2.342980
1588, 8.000000, 2.321367, 2.341470
1589, 8.000000, 2.342085, 2.340673
1590, 8.000000, 2.352279, 2.341340
1591, 8.000000, 2.348990, 2.341691
1592, 8.000000, 2.336823, 2.341877
1593, 8.000000, 2.337809, 2.341975
1594, 8.000000, 2.334850, 2.340008
1595, 8.000000, 2.328930, 2.338504
1596, 8.000000, 2.335836, 2.337244
1597, 8.000000, 2.346031, 2.336579
1598, 8.000000, 2.339125, 2.336228
1599, 8.000000, 2.327944, 2.336043
1600, 8.000000, 2.338138, 2.337033
1601, 8.000000, 2.354252, 2.338021
1602, 8.000000, 2.335507, 2.338076
1603, 8.000000, 2.331561, 2.336863
1604, 8.000000, 2.326957, 2.336223
1605, 8.000000, 2.332548, 2.334487
1606, 8.000000, 2.321696, 2.333105
1607, 8.000000, 2.342085, 2.332376
1608, 8.000000, 2.343071, 2.332457
1609, 8.000000, 2.335507, 2.333898
1610, 8.000000, 2.332877, 2.334658
1611, 8.000000, 2.340769, 2.337544
1612, 8.000000, 2.323011, 2.336582
1613, 8.000000, 2.317420, 2.334832
1614, 8.000000, 2.321696, 2.329249
1615, 8.000000, 2.304595, 2.325682
1616, 8.000000, 2.319394, 2.322712
1617, 8.000000, 2.322024, 2.321145
1618, 8.000000, 2.327286, 2.321405
1619, 8.000000, 2.331232, 2.321698
1620, 8.000000, 2.323340, 2.322473
1621, 8.000000, 2.308870, 2.322882
1622, 8.000000, 2.311501, 2.323098
1623, 8.000000, 2.296374, 2.317621
1624, 8.000000, 2.343400, 2.314731
1625, 8.000000, 2.335836, 2.313206
1626, 8.000000, 2.327286, 2.319855
1627, 8.000000, 2.331232, 2.325228
1628, 8.000000, 2.307226, 2.328064
1629, 8.000000, 2.297032, 2.327697
1630, 8.000000, 2.282891, 2.318029
1631, 8.000000, 2.266448, 2.308112
1632, 8.000000, 2.270723, 2.296201
1633, 8.000000, 2.338796, 2.289915
1634, 8.000000, 2.302622, 2.286598
1635, 8.000000, 2.326957, 2.294166
1636, 8.000000, 2.326300, 2.309342
1637, 8.000000, 2.285851, 2.317350
1638, 8.000000, 2.258885, 2.310395
1639, 8.000000, 2.267106, 2.298803
1640, 8.000000, 2.290783, 2.292686
1641, 8.000000, 2.341756, 2.289458
1642, 8.000000, 2.281575, 2.285735
1643, 8.000000, 2.320709, 2.288119
1644, 8.000000, 2.326957, 2.303511
1645, 8.000000, 2.264804, 2.311633
1646, 8.000000, 2.252308, 2.297438
1647, 8.000000, 2.248690, 2.282025
1648, 8.000000, 2.285522, 2.273892
1649, 8.000000, 2.326628, 2.269600
1650, 8.000000, 2.315447, 2.277119
1651, 8.000000, 2.308870, 2.292115
1652, 8.000000, 2.272696, 2.300028
1653, 8.000000, 2.293743, 2.304204
1654, 8.000000, 2.248032, 2.299264
1655, 8.000000, 2.215476, 2.286717
1656, 8.000000, 2.272039, 2.279785
1657, 8.000000, 2.323340, 2.276126
1658, 8.000000, 2.309528, 2.274196
1659, 8.000000, 2.289468, 2.281409
1660, 8.000000, 2.293743, 2.287234
1661, 8.000000, 2.239811, 2.290308
1662, 8.000000, 2.223697, 2.289911
1663, 8.000000, 2.223040, 2.266250
1664, 8.000000, 2.232905, 2.250502
1665, 8.000000, 2.210872, 2.237843
1666, 8.000000, 2.311172, 2.231162
1667, 8.000000, 2.304595, 2.231985
1668, 8.000000, 2.297360, 2.262860
1669, 8.000000, 2.293085, 2.279154
1670, 8.000000, 2.252965, 2.287752
1671, 8.000000, 2.212187, 2.290271
1672, 8.000000, 2.213174, 2.272652
1673, 8.000000, 2.258556, 2.263355
1674, 8.000000, 2.241126, 2.252857
1675, 8.000000, 2.323011, 2.247317
1676, 8.000000, 2.303609, 2.252625
1677, 8.000000, 2.322682, 2.276703
1678, 8.000000, 2.296374, 2.289410
1679, 8.000000, 2.283220, 2.296116
1680, 8.000000, 2.250663, 2.296238
1681, 8.000000, 2.239153, 2.290090
1682, 8.000000, 2.260858, 2.276284
1683, 8.000000, 2.257569, 2.267445
1684, 8.000000, 2.299334, 2.262781
1685, 8.000000, 2.322682, 2.261873
1686, 8.000000, 2.316763, 2.279565
1687, 8.000000, 2.303280, 2.290765
1688, 8.000000, 2.245730, 2.296675
1689, 8.000000, 2.658442, 2.306162
1690, 8.000000, 5.123202, 2.311169
1691, 8.000000, 2.306239, 2.308841
1692, 8.000000, 2.299662, 2.307612
1693, 8.000000, 2.315447, 2.311313
1694, 8.000000, 2.316434, 2.313265
1695, 8.000000, 2.279273, 2.309947
1696, 8.000000, 2.223697, 2.305090
1697, 8.000000, 2.258556, 2.292897
1698, 8.000000, 2.237180, 2.276679
1699, 8.000000, 2.312159, 2.268120
1700, 8.000000, 2.294730, 2.263603
1701, 8.000000, 2.271381, 2.267276
1702, 8.000000, 2.233563, 2.269215
1703, 8.000000, 2.286508, 2.277382
1704, 8.000000, 2.285851, 2.281382
1705, 8.000000, 2.308870, 2.283492
1706, 8.000000, 2.302293, 2.284917
1707, 8.000000, 2.311172, 2.293123
1708, 8.000000, 2.280589, 2.297454
1709, 8.000000, 2.213174, 2.299739
1710, 8.000000, 2.238167, 2.290695
1711, 8.000000, 2.271710, 2.281729
1712, 8.000000, 2.249019, 2.266281
1713, 8.000000, 2.273683, 2.258128
1714, 8.000000, 2.318407, 2.264543
1715, 8.000000, 2.304924, 2.268859
1716, 8.000000, 2.285851, 2.276884
1717, 8.000000, 2.250334, 2.281119
1718, 8.000000, 2.246388, 2.283353
1719, 8.000000, 2.253952, 2.269468
1720, 8.000000, 2.311830, 2.262140
1721, 8.000000, 2.306897, 2.258273
1722, 8.000000, 2.293743, 2.275025
1723, 8.000000, 2.313474, 2.290077
1724, 8.000000, 2.293085, 2.298021
1725, 8.000000, 2.241784, 2.296001
1726, 8.000000, 2.243100, 2.294624
1727, 8.000000, 2.263160, 2.279764
1728, 8.000000, 2.286508, 2.271922
1729, 8.000000, 2.287824, 2.267784
1730, 8.000000, 2.293414, 2.276627
1731, 8.000000, 2.299662, 2.281915
1732, 8.000000, 2.274670, 2.284705
1733, 8.000000, 2.241784, 2.286178
1734, 8.000000, 2.238167, 2.280743
1735, 8.000000, 2.250992, 2.266692
1736, 8.000000, 2.276643, 2.259277
1737, 8.000000, 2.294730, 2.255364
1738, 8.000000, 2.311501, 2.265414
1739, 8.000000, 2.267106, 2.270717
1740, 8.000000, 2.266448, 2.273515
1741, 8.000000, 2.279602, 2.276390
1742, 8.000000, 2.314461, 2.277907
1743, 8.000000, 2.301307, 2.278708
1744, 8.000000, 2.267106, 2.279130
1745, 8.000000, 2.272368, 2.279353
1746, 8.000000, 2.303609, 2.289721
1747, 8.000000, 2.296374, 2.292863
1748, 8.000000, 2.261515, 2.283184
1749, 8.000000, 2.282233, 2.282735
1750, 8.000000, 2.295058, 2.288555
1751, 8.000000, 2.282233, 2.285569
1752, 8.000000, 2.267435, 2.283994
1753, 8.000000, 2.265133, 2.283162
1754, 8.000000, 2.289139, 2.282723
1755, 8.000000, 2.291441, 2.282492
1756, 8.000000, 2.286179, 2.284233
1757, 8.000000, 2.298676, 2.286550
1758, 8.000000, 2.288153, 2.287773
1759, 8.000000, 2.256583, 2.287952
1760, 8.000000, 2.271052, 2.287115
1761, 8.000000, 2.284206, 2.285741
1762, 8.000000, 2.297032, 2.285016
1763, 8.000000, 2.270066, 2.278421
1764, 8.000000, 2.268750, 2.274941
1765, 8.000000, 2.265790, 2.272639
1766, 8.000000, 2.283549, 2.271423
1767, 8.000000, 2.294401, 2.270782
1768, 8.000000, 2.288153, 2.276811
1769, 8.000000, 2.265462, 2.279993
1770, 8.000000, 2.271710, 2.281672
1771, 8.000000, 2.288810, 2.284733
1772, 8.000000, 2.261844, 2.278582
1773, 8.000000, 2.253952, 2.272386
1774, 8.000000, 2.284206, 2.272067
1775, 8.000000, 2.291770, 2.277800
1776, 8.000000, 2.253623, 2.270264
1777, 8.000000, 2.278945, 2.274364
1778, 8.000000, 2.291112, 2.279012
1779, 8.000000, 2.260200, 2.278980
1780, 8.000000, 2.263489, 2.271664
1781, 8.000000, 2.298018, 2.275102
1782, 8.000000, 2.294401, 2.282663
1783, 8.000000, 2.268092, 2.275782
1784, 8.000000, 2.292756, 2.283799
1785, 8.000000, 2.286508, 2.288029
1786, 8.000000, 2.262502, 2.287311
1787, 8.000000, 2.251979, 2.278234
1788, 8.000000, 2.293414, 2.282142
1789, 8.000000, 2.292428, 2.284204
1790, 8.000000, 2.256583, 2.273955
1791, 8.000000, 2.298018, 2.282679
1792, 8.000000, 2.291112, 2.287283
1793, 8.000000, 2.267435, 2.289091
1794, 8.000000, 2.270394, 2.280261
1795, 8.000000, 2.290783, 2.285231
1796, 8.000000, 2.251650, 2.278224
1797, 8.000000, 2.275985, 2.274526
1798, 8.000000, 2.274341, 2.274439
1799, 8.000000, 2.263160, 2.274392
