k, u, y
1931, 2.000000, 2.559128
1932, 2.000000, 2.565047
1933, 2.000000, 2.570638
1934, 2.000000, 2.569322
1935, 2.000000, 2.576228
1936, 2.000000, 2.572611
1937, 2.000000, 2.572940
1938, 2.000000, 2.571953
1939, 2.000000, 2.580503
1940, 2.000000, 2.576557
1941, 2.000000, 2.584450
1942, 2.000000, 2.590369
1943, 2.000000, 2.588396
1944, 2.000000, 2.601550
1945, 2.000000, 2.593986
1946, 2.000000, 2.592671
1947, 2.000000, 2.598590
1948, 2.000000, 2.606154
1949, 2.000000, 2.584450
1950, 2.000000, 2.610100
1951, 2.000000, 2.595302
1952, 2.000000, 2.590698
1953, 2.000000, 2.600892
1954, 2.000000, 2.607469
1955, 2.000000, 2.617006
1956, 2.000000, 2.618979
1957, 2.000000, 2.620952
1958, 2.000000, 2.621281
1959, 2.000000, 2.624570
1960, 2.000000, 2.630489
1961, 2.000000, 2.619308
1962, 2.000000, 2.611087
1963, 2.000000, 2.621281
1964, 2.000000, 2.627529
1965, 2.000000, 2.630160
1966, 2.000000, 2.645287
1967, 2.000000, 2.629831
1968, 2.000000, 2.634435
1969, 2.000000, 2.631476
1970, 2.000000, 2.633778
1971, 2.000000, 2.633120
1972, 2.000000, 2.642657
1973, 2.000000, 2.642328
1974, 2.000000, 2.645616
1975, 2.000000, 2.644301
1976, 2.000000, 2.650878
1977, 2.000000, 2.640684
1978, 2.000000, 2.658770
1979, 2.000000, 2.655811
1980, 2.000000, 2.649563
1981, 2.000000, 2.639368
1982, 2.000000, 2.662717
1983, 2.000000, 2.651536
1984, 2.000000, 2.653180
1985, 2.000000, 2.663374
1986, 2.000000, 2.641012
1987, 2.000000, 2.667321
1988, 2.000000, 2.657126
1989, 2.000000, 2.661730
1990, 2.000000, 2.665348
1991, 2.000000, 2.682119
1992, 2.000000, 2.674555
1993, 2.000000, 2.670609
1994, 2.000000, 2.686723
1995, 2.000000, 2.685736
1996, 2.000000, 2.683106
1997, 2.000000, 2.686394
1998, 2.000000, 2.687710
1999, 2.000000, 3.427959
2000, 2.000000, 2.688038
2001, 2.000000, 2.687381
2002, 2.000000, 2.692971
2003, 2.000000, 2.692314
2004, 2.000000, 2.694287
2005, 2.000000, 2.697904
2006, 2.000000, 2.699219
2007, 2.000000, 2.696260
2008, 2.000000, 2.701850
2009, 2.000000, 2.702837
2010, 2.000000, 2.705797
2011, 2.000000, 2.703495
2012, 2.000000, 2.704481
2013, 2.000000, 2.708756
2014, 2.000000, 2.708098
2015, 2.000000, 2.711058
2016, 2.000000, 2.712045
2017, 2.000000, 2.712374
2018, 2.000000, 2.712702
2019, 2.000000, 2.715662
2020, 2.000000, 2.718951
2021, 2.000000, 2.716649
2022, 2.000000, 2.722239
2023, 2.000000, 2.717306
2024, 2.000000, 2.721253
2025, 2.000000, 2.721910
2026, 2.000000, 2.725857
2027, 2.000000, 2.722897
2028, 2.000000, 2.726514
2029, 2.000000, 2.729145
2030, 2.000000, 2.728159
2031, 2.000000, 2.730461
2032, 2.000000, 2.733420
2033, 2.000000, 2.731776
2034, 2.000000, 2.743615
2035, 2.000000, 2.720595
2036, 2.000000, 2.727501
2037, 2.000000, 2.741970
2038, 2.000000, 2.746574
2039, 2.000000, 2.726514
2040, 2.000000, 2.721910
2041, 2.000000, 2.742957
2042, 2.000000, 2.727172
2043, 2.000000, 2.750521
2044, 2.000000, 2.758413
2045, 2.000000, 2.751178
2046, 2.000000, 2.735393
2047, 2.000000, 2.730132
2048, 2.000000, 2.756440
2049, 2.000000, 2.751836
2050, 2.000000, 2.750849
2051, 2.000000, 2.738682
2052, 2.000000, 2.738353
2053, 2.000000, 2.753809
2054, 2.000000, 2.756440
2055, 2.000000, 2.719280
2056, 2.000000, 2.753480
2057, 2.000000, 2.729474
2058, 2.000000, 2.746574
2059, 2.000000, 2.758084
2060, 2.000000, 2.739997
2061, 2.000000, 2.749534
2062, 2.000000, 2.763675
2063, 2.000000, 2.750521
2064, 2.000000, 2.754138
2065, 2.000000, 2.768279
2066, 2.000000, 2.773869
2067, 2.000000, 2.779460
2068, 2.000000, 2.760715
2069, 2.000000, 2.781762
2070, 2.000000, 2.764332
2071, 2.000000, 2.739668
2072, 2.000000, 2.779131
2073, 2.000000, 2.791627
2074, 2.000000, 2.789654
2075, 2.000000, 2.787681
2076, 2.000000, 2.770581
2077, 2.000000, 2.786037
2078, 2.000000, 2.782091
2079, 2.000000, 2.769594
2080, 2.000000, 2.763346
2081, 2.000000, 2.770581
2082, 2.000000, 2.769923
2083, 2.000000, 2.781433
2084, 2.000000, 2.775842
2085, 2.000000, 2.770581
2086, 2.000000, 2.787352
2087, 2.000000, 2.794587
2088, 2.000000, 2.784393
2089, 2.000000, 2.788668
2090, 2.000000, 2.799520
2091, 2.000000, 2.794916
2092, 2.000000, 2.795574
2093, 2.000000, 2.772225
2094, 2.000000, 2.783406
2095, 2.000000, 2.778144
2096, 2.000000, 2.790970
2097, 2.000000, 2.801164
2098, 2.000000, 2.790970
2099, 2.000000, 2.806097
2100, 2.000000, 2.800835
2101, 2.000000, 2.805768
2102, 2.000000, 2.808070
2103, 2.000000, 2.794258
2104, 2.000000, 2.807412
2105, 2.000000, 2.788996
2106, 2.000000, 2.803466
2107, 2.000000, 2.794916
2108, 2.000000, 2.791627
2109, 2.000000, 2.786366
2110, 2.000000, 2.813660
2111, 2.000000, 2.816291
2112, 2.000000, 2.806426
2113, 2.000000, 2.791627
2114, 2.000000, 2.813660
2115, 2.000000, 2.809385
2116, 2.000000, 2.816949
2117, 2.000000, 2.815634
2118, 2.000000, 2.811687
2119, 2.000000, 2.810372
2120, 2.000000, 2.833721
2121, 2.000000, 2.837338
2122, 2.000000, 2.814318
2123, 2.000000, 2.818922
2124, 2.000000, 2.835365
2125, 2.000000, 2.814318
2126, 2.000000, 2.812674
2127, 2.000000, 2.803466
2128, 2.000000, 2.806426
2129, 2.000000, 2.840298
2130, 2.000000, 2.799191
2131, 2.000000, 2.830103
2132, 2.000000, 2.805110
2133, 2.000000, 2.826157
2134, 2.000000, 2.829774
2135, 2.000000, 2.816620
2136, 2.000000, 2.810701
2137, 2.000000, 2.833721
2138, 2.000000, 2.831747
2139, 2.000000, 2.827143
2140, 2.000000, 2.918565
2141, 2.000000, 2.839640
2142, 2.000000, 2.837996
2143, 2.000000, 2.842928
2144, 2.000000, 2.842928
2145, 2.000000, 2.840298
2146, 2.000000, 2.839311
2147, 2.000000, 2.841284
2148, 2.000000, 2.843586
2149, 2.000000, 2.845559
2150, 2.000000, 2.842928
2151, 2.000000, 2.846217
2152, 2.000000, 2.846875
2153, 2.000000, 2.848848
2154, 2.000000, 2.848190
2155, 2.000000, 2.849177
2156, 2.000000, 2.853452
2157, 2.000000, 2.852794
2158, 2.000000, 2.849506
2159, 2.000000, 2.855425
2160, 2.000000, 2.849177
2161, 2.000000, 2.854109
2162, 2.000000, 2.854767
2163, 2.000000, 2.854438
2164, 2.000000, 2.880089
2165, 2.000000, 2.854438
2166, 2.000000, 2.856740
2167, 2.000000, 2.859042
2168, 2.000000, 2.861673
2169, 2.000000, 2.857398
2170, 2.000000, 2.848519
2171, 2.000000, 2.860358
2172, 2.000000, 2.861015
2173, 2.000000, 2.853452
2174, 2.000000, 2.854109
2175, 2.000000, 2.861673
2176, 2.000000, 2.860029
2177, 2.000000, 2.864962
2178, 2.000000, 2.866606
2179, 2.000000, 2.859700
2180, 2.000000, 2.864304
2181, 2.000000, 2.869894
2182, 2.000000, 2.862660
2183, 2.000000, 2.862002
2184, 2.000000, 2.864304
2185, 2.000000, 2.862989
2186, 2.000000, 2.868250
2187, 2.000000, 2.855096
2188, 2.000000, 2.869566
2189, 2.000000, 2.858056
2190, 2.000000, 2.870223
2191, 2.000000, 2.861673
2192, 2.000000, 2.884364
2193, 2.000000, 2.879102
2194, 2.000000, 2.880747
2195, 2.000000, 2.861344
2196, 2.000000, 2.877458
2197, 2.000000, 2.873183
2198, 2.000000, 2.874170
2199, 2.000000, 2.888968
2200, 2.000000, 2.873183
2201, 2.000000, 2.872854
2202, 2.000000, 2.874170
2203, 2.000000, 2.880089
2204, 2.000000, 2.882720
2205, 2.000000, 2.883706
2206, 2.000000, 2.892914
2207, 2.000000, 2.878445
2208, 2.000000, 2.876800
2209, 2.000000, 2.887653
2210, 2.000000, 2.865948
2211, 2.000000, 2.889297
2212, 2.000000, 2.882391
2213, 2.000000, 2.886337
2214, 2.000000, 2.894230
2215, 2.000000, 2.894558
2216, 2.000000, 2.893901
2217, 2.000000, 2.883377
2218, 2.000000, 2.888968
2219, 2.000000, 2.888310
2220, 2.000000, 2.900478
2221, 2.000000, 2.894887
2222, 2.000000, 2.897847
2223, 2.000000, 2.883706
2224, 2.000000, 2.886995
2225, 2.000000, 2.899491
2226, 2.000000, 2.904095
2227, 2.000000, 2.905411
2228, 2.000000, 2.892585
2229, 2.000000, 2.888310
2230, 2.000000, 2.905739
2231, 2.000000, 2.896860
2232, 2.000000, 2.906068
2233, 2.000000, 2.905739
2234, 2.000000, 2.901464
2235, 2.000000, 2.897189
2236, 2.000000, 2.893572
2237, 2.000000, 2.917249
2238, 2.000000, 2.902451
2239, 2.000000, 2.905411
2240, 2.000000, 2.894558
2241, 2.000000, 2.882062
2242, 2.000000, 2.912645
2243, 2.000000, 2.901464
2244, 2.000000, 2.906397
2245, 2.000000, 2.905082
2246, 2.000000, 2.908041
2247, 2.000000, 2.911659
2248, 2.000000, 2.918565
2249, 2.000000, 2.916592
2250, 2.000000, 2.911659
2251, 2.000000, 2.914619
2252, 2.000000, 2.906397
2253, 2.000000, 2.904753
2254, 2.000000, 2.914947
2255, 2.000000, 2.915934
2256, 2.000000, 2.916592
2257, 2.000000, 2.911988
2258, 2.000000, 2.915934
2259, 2.000000, 2.900149
2260, 2.000000, 2.919551
2261, 2.000000, 2.907384
2262, 2.000000, 2.912645
2263, 2.000000, 2.909357
2264, 2.000000, 2.918894
2265, 2.000000, 2.922840
2266, 2.000000, 2.906397
2267, 2.000000, 2.916263
2268, 2.000000, 2.914619
2269, 2.000000, 2.919551
2270, 2.000000, 2.919880
2271, 2.000000, 2.931719
2272, 2.000000, 2.931719
2273, 2.000000, 2.912317
2274, 2.000000, 2.927773
2275, 2.000000, 2.918236
2276, 2.000000, 2.915276
2277, 2.000000, 2.923169
2278, 2.000000, 2.928102
2279, 2.000000, 2.926786
2280, 2.000000, 2.923826
2281, 2.000000, 2.929746
2282, 2.000000, 2.938296
2283, 2.000000, 2.928102
2284, 2.000000, 2.930732
2285, 2.000000, 2.933692
2286, 2.000000, 2.928102
2287, 2.000000, 2.932705
2288, 2.000000, 2.929746
2289, 2.000000, 2.931719
2290, 2.000000, 2.933034
2291, 2.000000, 2.932048
2292, 2.000000, 2.937638
2293, 2.000000, 2.934350
2294, 2.000000, 2.933034
2295, 2.000000, 2.933692
2296, 2.000000, 2.934021
2297, 2.000000, 2.930075
2298, 2.000000, 2.938625
2299, 2.000000, 2.933363
2300, 2.000000, 2.938954
2301, 2.000000, 2.937309
2302, 2.000000, 2.938954
2303, 2.000000, 2.935994
2304, 2.000000, 2.942900
2305, 2.000000, 2.938296
2306, 2.000000, 2.938625
2307, 2.000000, 2.941913
2308, 2.000000, 2.939283
2309, 2.000000, 2.942900
2310, 2.000000, 2.937967
2311, 2.000000, 2.944544
2312, 2.000000, 2.944215
2313, 2.000000, 2.941585
2314, 2.000000, 2.942242
2315, 2.000000, 2.947504
2316, 2.000000, 2.945860
2317, 2.000000, 2.947504
2318, 2.000000, 2.944215
2319, 2.000000, 2.945202
2320, 2.000000, 2.944873
2321, 2.000000, 2.941913
2322, 2.000000, 2.931390
2323, 2.000000, 2.949477
2324, 2.000000, 2.945860
2325, 2.000000, 2.931719
2326, 2.000000, 2.933692
2327, 2.000000, 2.938954
2328, 2.000000, 2.936981
2329, 2.000000, 2.941585
2330, 2.000000, 2.947504
2331, 2.000000, 2.942571
2332, 2.000000, 2.936652
2333, 2.000000, 2.949148
2334, 2.000000, 2.943558
2335, 2.000000, 2.945202
2336, 2.000000, 2.951121
2337, 2.000000, 2.963618
2338, 2.000000, 2.952437
2339, 2.000000, 2.934021
2340, 2.000000, 2.945531
2341, 2.000000, 2.958356
2342, 2.000000, 2.956383
2343, 2.000000, 2.953423
2344, 2.000000, 2.966577
2345, 2.000000, 2.953094
2346, 2.000000, 2.955068
2347, 2.000000, 2.943229
2348, 2.000000, 2.941585
2349, 2.000000, 2.956712
2350, 2.000000, 2.957369
2351, 2.000000, 2.951779
2352, 2.000000, 2.941585
2353, 2.000000, 2.972826
2354, 2.000000, 2.945860
2355, 2.000000, 2.950135
2356, 2.000000, 2.954081
2357, 2.000000, 2.956383
2358, 2.000000, 2.953094
2359, 2.000000, 2.958685
2360, 2.000000, 2.971181
2361, 2.000000, 2.970195
2362, 2.000000, 2.930732
2363, 2.000000, 2.962631
2364, 2.000000, 2.971510
2365, 2.000000, 2.948819
2366, 2.000000, 2.957041
2367, 2.000000, 2.964604
2368, 2.000000, 2.944215
2369, 2.000000, 2.965262
2370, 2.000000, 2.956383
2371, 2.000000, 2.963289
2372, 2.000000, 2.981047
2373, 2.000000, 2.964275
2374, 2.000000, 2.959343
2375, 2.000000, 2.966249
2376, 2.000000, 2.950792
2377, 2.000000, 2.960987
2378, 2.000000, 2.943886
2379, 2.000000, 2.981047
2380, 2.000000, 2.954410
2381, 2.000000, 2.961645
2382, 2.000000, 2.958027
2383, 2.000000, 2.968879
2384, 2.000000, 2.961973
2385, 2.000000, 2.954410
2386, 2.000000, 2.956712
2387, 2.000000, 2.972497
2388, 2.000000, 2.966249
2389, 2.000000, 2.971181
2390, 2.000000, 2.969208
2391, 2.000000, 2.954739
2392, 2.000000, 2.956054
2393, 2.000000, 2.980060
2394, 2.000000, 2.951779
2395, 2.000000, 2.970524
2396, 2.000000, 2.963618
2397, 2.000000, 2.986966
2398, 2.000000, 2.974799
2399, 2.000000, 2.949148
2400, 2.000000, 2.981705
2401, 2.000000, 2.973154
2402, 2.000000, 2.954739
2403, 2.000000, 2.965262
2404, 2.000000, 2.960000
2405, 2.000000, 2.955068
2406, 2.000000, 2.980389
2407, 2.000000, 2.983349
2408, 2.000000, 2.973812
2409, 2.000000, 2.974141
2410, 2.000000, 2.972826
2411, 2.000000, 2.958685
2412, 2.000000, 2.965920
2413, 2.000000, 2.980060
2414, 2.000000, 2.959343
2415, 2.000000, 2.978087
2416, 2.000000, 2.976114
2417, 2.000000, 2.978087
2418, 2.000000, 2.966577
2419, 2.000000, 2.978416
2420, 2.000000, 2.959343
2421, 2.000000, 2.975785
2422, 2.000000, 2.988939
2423, 2.000000, 2.969866
2424, 2.000000, 2.959014
2425, 2.000000, 2.981047
2426, 2.000000, 2.966906
2427, 2.000000, 2.962302
2428, 2.000000, 2.992557
2429, 2.000000, 2.975785
2430, 2.000000, 2.978087
2431, 2.000000, 2.976772
2432, 2.000000, 2.991899
2433, 2.000000, 2.991570
2434, 2.000000, 2.972497
2435, 2.000000, 2.975456
2436, 2.000000, 2.975128
2437, 2.000000, 2.980389
2438, 2.000000, 2.996174
2439, 2.000000, 2.985980
2440, 2.000000, 2.983349
2441, 2.000000, 2.991570
2442, 2.000000, 2.990584
2443, 2.000000, 2.990913
2444, 2.000000, 2.988282
2445, 2.000000, 2.984993
2446, 2.000000, 2.986966
2447, 2.000000, 2.987295
2448, 2.000000, 2.985322
2449, 2.000000, 2.991241
2450, 2.000000, 2.991570
2451, 2.000000, 2.990584
2452, 2.000000, 2.987295
2453, 2.000000, 2.990584
2454, 2.000000, 2.993215
2455, 2.000000, 2.988611
2456, 2.000000, 2.990255
2457, 2.000000, 2.991899
2458, 2.000000, 2.991899
2459, 2.000000, 2.990913
2460, 2.000000, 2.989926
2461, 2.000000, 2.989597
2462, 2.000000, 2.992228
2463, 2.000000, 2.990913
2464, 2.000000, 2.992886
2465, 2.000000, 2.995845
2466, 2.000000, 2.996174
2467, 2.000000, 2.991899
2468, 2.000000, 2.990584
2469, 2.000000, 2.996832
2470, 2.000000, 2.994859
2471, 2.000000, 2.997490
2472, 2.000000, 2.995517
2473, 2.000000, 2.988611
2474, 2.000000, 2.981705
2475, 2.000000, 2.986309
2476, 2.000000, 2.994530
2477, 2.000000, 3.001436
2478, 2.000000, 2.998805
2479, 2.000000, 3.000449
2480, 2.000000, 2.987624
2481, 2.000000, 2.991241
2482, 2.000000, 2.994859
2483, 2.000000, 2.986637
2484, 2.000000, 2.990255
2485, 2.000000, 2.980718
2486, 2.000000, 2.990255
2487, 2.000000, 2.994201
2488, 2.000000, 2.998476
2489, 2.000000, 2.993872
2490, 2.000000, 2.995188
2491, 2.000000, 2.980389
2492, 2.000000, 3.004396
2493, 2.000000, 3.004067
2494, 2.000000, 3.008671
2495, 2.000000, 2.985651
2496, 2.000000, 2.986309
2497, 2.000000, 3.003080
2498, 2.000000, 2.992228
2499, 2.000000, 3.001107
2500, 2.000000, 2.998805
2501, 2.000000, 2.996832
2502, 2.000000, 3.008013
2503, 2.000000, 2.997161
2504, 2.000000, 2.995517
2505, 2.000000, 3.002422
2506, 2.000000, 3.004067
2507, 2.000000, 2.999463
2508, 2.000000, 2.997490
2509, 2.000000, 3.006698
2510, 2.000000, 2.997490
2511, 2.000000, 2.998805
2512, 2.000000, 3.006369
2513, 2.000000, 3.007355
2514, 2.000000, 3.010644
2515, 2.000000, 2.998476
2516, 2.000000, 3.000120
2517, 2.000000, 3.006040
2518, 2.000000, 2.998476
2519, 2.000000, 3.009657
2520, 2.000000, 2.985322
2521, 2.000000, 3.011630
2522, 2.000000, 3.008671
2523, 2.000000, 3.000120
2524, 2.000000, 2.998147
2525, 2.000000, 3.011630
2526, 2.000000, 2.990584
2527, 2.000000, 3.003409
2528, 2.000000, 3.007684
2529, 2.000000, 2.997161
2530, 2.000000, 3.011301
2531, 2.000000, 3.013275
2532, 2.000000, 2.997490
2533, 2.000000, 3.003738
2534, 2.000000, 2.994859
2535, 2.000000, 3.001765
2536, 2.000000, 3.004067
2537, 2.000000, 3.016234
2538, 2.000000, 2.997818
2539, 2.000000, 3.005382
2540, 2.000000, 3.009000
2541, 2.000000, 3.005053
2542, 2.000000, 3.009657
2543, 2.000000, 3.005382
2544, 2.000000, 3.003738
2545, 2.000000, 3.016563
2546, 2.000000, 3.008342
2547, 2.000000, 3.003738
2548, 2.000000, 3.013932
2549, 2.000000, 3.006698
2550, 2.000000, 3.010315
2551, 2.000000, 2.996832
2552, 2.000000, 3.002751
2553, 2.000000, 3.002751
2554, 2.000000, 3.007026
2555, 2.000000, 3.009000
2556, 2.000000, 3.011301
2557, 2.000000, 3.015905
2558, 2.000000, 3.013603
2559, 2.000000, 3.078388
2560, 2.000000, 3.013932
2561, 2.000000, 3.012288
2562, 2.000000, 3.013603
2563, 2.000000, 3.016892
2564, 2.000000, 3.012617
2565, 2.000000, 3.013932
2566, 2.000000, 3.015905
2567, 2.000000, 3.011959
2568, 2.000000, 3.011959
2569, 2.000000, 3.015577
2570, 2.000000, 3.014590
2571, 2.000000, 3.015577
2572, 2.000000, 3.013603
2573, 2.000000, 3.016234
2574, 2.000000, 3.016563
2575, 2.000000, 3.014590
2576, 2.000000, 3.014919
2577, 2.000000, 3.014590
2578, 2.000000, 3.015905
2579, 2.000000, 3.015248
2580, 2.000000, 3.017221
2581, 2.000000, 3.018207
2582, 2.000000, 3.018536
2583, 2.000000, 3.016563
2584, 2.000000, 3.024456
2585, 2.000000, 2.996174
2586, 2.000000, 3.008013
2587, 2.000000, 3.026100
2588, 2.000000, 3.012946
2589, 2.000000, 2.998805
2590, 2.000000, 3.011630
2591, 2.000000, 3.012288
2592, 2.000000, 3.010315
2593, 2.000000, 3.026100
2594, 2.000000, 3.026100
2595, 2.000000, 2.995845
2596, 2.000000, 3.012946
2597, 2.000000, 3.025442
2598, 2.000000, 3.011959
2599, 2.000000, 3.009000
2600, 2.000000, 3.023469
2601, 2.000000, 3.013603
2602, 2.000000, 3.017550
2603, 2.000000, 2.997161
2604, 2.000000, 3.009657
2605, 2.000000, 3.019523
2606, 2.000000, 3.009000
2607, 2.000000, 3.007355
2608, 2.000000, 3.009328
2609, 2.000000, 3.018536
2610, 2.000000, 3.019852
2611, 2.000000, 3.030046
2612, 2.000000, 3.016234
2613, 2.000000, 3.014919
2614, 2.000000, 3.008671
2615, 2.000000, 3.013275
2616, 2.000000, 3.028402
2617, 2.000000, 3.005053
2618, 2.000000, 3.004396
2619, 2.000000, 3.004067
2620, 2.000000, 3.007684
2621, 2.000000, 3.014261
2622, 2.000000, 3.000778
2623, 2.000000, 3.008013
2624, 2.000000, 3.008342
2625, 2.000000, 3.023140
2626, 2.000000, 3.027086
2627, 2.000000, 3.004724
2628, 2.000000, 3.007355
2629, 2.000000, 3.016563
2630, 2.000000, 3.034321
2631, 2.000000, 3.012617
2632, 2.000000, 3.016234
2633, 2.000000, 3.020838
2634, 2.000000, 3.033006
2635, 2.000000, 3.014590
2636, 2.000000, 3.014590
2637, 2.000000, 3.016234
2638, 2.000000, 3.018865
2639, 2.000000, 3.018536
2640, 2.000000, 3.024784
2641, 2.000000, 3.020838
2642, 2.000000, 3.022811
2643, 2.000000, 3.007026
2644, 2.000000, 3.033664
2645, 2.000000, 3.007355
2646, 2.000000, 3.021496
2647, 2.000000, 3.011630
2648, 2.000000, 3.003080
2649, 2.000000, 3.035637
2650, 2.000000, 3.013275
2651, 2.000000, 3.027086
2652, 2.000000, 3.006698
2653, 2.000000, 3.011959
2654, 2.000000, 3.020509
2655, 2.000000, 3.030704
2656, 2.000000, 3.002094
2657, 2.000000, 3.036623
2658, 2.000000, 3.001436
2659, 2.000000, 3.017550
2660, 2.000000, 3.006698
2661, 2.000000, 3.024784
2662, 2.000000, 3.029060
2663, 2.000000, 3.023798
2664, 2.000000, 3.026429
2665, 2.000000, 3.024784
2666, 2.000000, 3.013603
2667, 2.000000, 3.034650
2668, 2.000000, 3.032019
2669, 2.000000, 3.028402
2670, 2.000000, 3.012617
2671, 2.000000, 3.032019
2672, 2.000000, 3.022811
2673, 2.000000, 3.014590
2674, 2.000000, 3.016563
2675, 2.000000, 3.013932
2676, 2.000000, 3.036952
2677, 2.000000, 3.023798
2678, 2.000000, 3.028402
2679, 2.000000, 3.026758
2680, 2.000000, 3.036623
2681, 2.000000, 3.038596
2682, 2.000000, 3.036623
2683, 2.000000, 3.033664
2684, 2.000000, 3.033664
2685, 2.000000, 3.019523
2686, 2.000000, 3.019194
2687, 2.000000, 3.025771
2688, 2.000000, 3.032019
2689, 2.000000, 3.030046
2690, 2.000000, 3.011630
2691, 2.000000, 3.019523
2692, 2.000000, 3.031362
2693, 2.000000, 3.026100
2694, 2.000000, 3.022483
2695, 2.000000, 3.024456
2696, 2.000000, 3.042871
2697, 2.000000, 3.023469
2698, 2.000000, 3.041885
2699, 2.000000, 3.022154
2700, 2.000000, 3.018865
2701, 2.000000, 3.016234
2702, 2.000000, 3.040241
2703, 2.000000, 3.038596
2704, 2.000000, 3.013932
2705, 2.000000, 3.025771
2706, 2.000000, 3.021496
2707, 2.000000, 3.045502
2708, 2.000000, 3.039254
2709, 2.000000, 3.023469
2710, 2.000000, 3.053066
2711, 2.000000, 3.028073
2712, 2.000000, 3.028402
2713, 2.000000, 3.042543
2714, 2.000000, 3.043858
2715, 2.000000, 3.041227
2716, 2.000000, 3.039583
2717, 2.000000, 3.034979
2718, 2.000000, 3.042214
2719, 2.000000, 3.042214
2720, 2.000000, 3.041556
2721, 2.000000, 3.045173
2722, 2.000000, 3.039254
2723, 2.000000, 3.042543
2724, 2.000000, 3.043529
2725, 2.000000, 3.037939
2726, 2.000000, 3.045173
2727, 2.000000, 3.044187
2728, 2.000000, 3.042214
2729, 2.000000, 3.045831
2730, 2.000000, 3.047147
2731, 2.000000, 3.043858
2732, 2.000000, 3.045831
2733, 2.000000, 3.044187
2734, 2.000000, 3.041227
2735, 2.000000, 3.041885
2736, 2.000000, 3.044516
2737, 2.000000, 3.046160
2738, 2.000000, 3.043858
2739, 2.000000, 3.042543
2740, 2.000000, 3.046160
2741, 2.000000, 3.046818
2742, 2.000000, 3.047475
2743, 2.000000, 3.046160
2744, 2.000000, 3.045831
2745, 2.000000, 3.047475
2746, 2.000000, 3.045173
2747, 2.000000, 3.046160
2748, 2.000000, 3.050764
2749, 2.000000, 3.048791
2750, 2.000000, 3.042214
2751, 2.000000, 3.045502
2752, 2.000000, 3.048133
2753, 2.000000, 3.049120
2754, 2.000000, 3.046818
2755, 2.000000, 3.053066
2756, 2.000000, 3.047804
2757, 2.000000, 3.047475
2758, 2.000000, 3.050435
2759, 2.000000, 3.052408
2760, 2.000000, 3.052737
2761, 2.000000, 3.050764
2762, 2.000000, 3.049777
2763, 2.000000, 3.053724
2764, 2.000000, 3.051422
2765, 2.000000, 3.050435
2766, 2.000000, 3.049120
2767, 2.000000, 3.054052
2768, 2.000000, 3.052079
2769, 2.000000, 3.047804
2770, 2.000000, 3.048462
2771, 2.000000, 3.043200
2772, 2.000000, 3.056354
2773, 2.000000, 3.064905
2774, 2.000000, 3.051422
2775, 2.000000, 3.047147
2776, 2.000000, 3.052737
2777, 2.000000, 3.045831
2778, 2.000000, 3.047475
2779, 2.000000, 3.054052
2780, 2.000000, 3.061287
2781, 2.000000, 3.057670
2782, 2.000000, 3.052737
2783, 2.000000, 3.061287
2784, 2.000000, 3.042871
2785, 2.000000, 3.055368
2786, 2.000000, 3.044845
2787, 2.000000, 3.048462
2788, 2.000000, 3.047475
2789, 2.000000, 3.056026
2790, 2.000000, 3.047475
2791, 2.000000, 3.061287
2792, 2.000000, 3.060958
2793, 2.000000, 3.043858
2794, 2.000000, 3.053724
2795, 2.000000, 3.057999
2796, 2.000000, 3.057670
2797, 2.000000, 3.049120
2798, 2.000000, 3.051093
2799, 2.000000, 3.056354
2800, 2.000000, 3.057999
2801, 2.000000, 3.045831
2802, 2.000000, 3.052408
2803, 2.000000, 3.063260
2804, 2.000000, 3.062603
2805, 2.000000, 3.055039
2806, 2.000000, 3.055697
2807, 2.000000, 3.049449
2808, 2.000000, 3.054381
2809, 2.000000, 3.052737
2810, 2.000000, 3.059643
2811, 2.000000, 3.059972
2812, 2.000000, 3.053395
2813, 2.000000, 3.051750
2814, 2.000000, 3.045831
2815, 2.000000, 3.050764
2816, 2.000000, 3.057999
2817, 2.000000, 3.065891
2818, 2.000000, 3.048791
2819, 2.000000, 3.057999
2820, 2.000000, 3.062603
2821, 2.000000, 3.053395
2822, 2.000000, 3.050106
2823, 2.000000, 3.059643
2824, 2.000000, 3.060630
2825, 2.000000, 3.063589
2826, 2.000000, 3.058656
2827, 2.000000, 3.071153
2828, 2.000000, 3.051750
2829, 2.000000, 3.053395
2830, 2.000000, 3.062932
2831, 2.000000, 3.065891
2832, 2.000000, 3.059972
2833, 2.000000, 3.063918
2834, 2.000000, 3.061287
2835, 2.000000, 3.054381
2836, 2.000000, 3.058985
2837, 2.000000, 3.053395
2838, 2.000000, 3.053066
2839, 2.000000, 3.066878
2840, 2.000000, 3.050106
2841, 2.000000, 3.054381
2842, 2.000000, 3.062274
2843, 2.000000, 3.058656
2844, 2.000000, 3.061616
2845, 2.000000, 3.060958
2846, 2.000000, 3.038925
2847, 2.000000, 3.060958
2848, 2.000000, 3.056354
2849, 2.000000, 3.054381
2850, 2.000000, 3.063589
2851, 2.000000, 3.057999
2852, 2.000000, 3.063589
2853, 2.000000, 3.065562
2854, 2.000000, 3.059643
2855, 2.000000, 3.069180
2856, 2.000000, 3.065891
2857, 2.000000, 3.056354
2858, 2.000000, 3.064247
2859, 2.000000, 3.054710
2860, 2.000000, 3.064905
2861, 2.000000, 3.057670
2862, 2.000000, 3.058328
