k,y_pred
2748,3.0569025180653195
2749,3.057066998748844
2750,3.0572310202023676
2751,3.0573945837080605
2752,3.0575576905445128
2753,3.0577203419867445
2754,3.0578825393062163
2755,3.0580442837708386
2756,3.058205576644982
2757,3.0583664191894875
2758,3.0585268126616745
2759,3.058686758315353
2760,3.058846257400832
2761,3.0590053111649302
2762,3.059163920850984
2763,3.05932208769886
2764,3.0594798129449616
2765,3.059637097822241
2766,3.0597939435602073
2767,3.0599503513849378
2768,3.060106322519086
2769,3.0602618581818914
2770,3.0604169595891904
2771,3.060571627953424
2772,3.060725864483648
2773,3.060879670385543
2774,3.061033046861423
2775,3.0611859951102454
2776,3.06133851632762
2777,3.061490611705818
2778,3.061642282433783
2779,3.0617935296971375
2780,3.061944354678195
2781,3.062094758555967
2782,3.0622447425061745
2783,3.0623943077012545
2784,3.0625434553103714
2785,3.0626921864994245
2786,3.062840502431059
2787,3.062988404264673
2788,3.0631358931564288
2789,3.063282970259259
2790,3.063429636722879
2791,3.0635758936937925
2792,3.063721742315303
2793,3.0638671837275226
2794,3.064012219067379
2795,3.0641568494686258
2796,3.064301076061852
2797,3.064444899974489
2798,3.0645883223308212
2799,3.0647313442519932
2800,3.06487396685602
2801,3.0650161912577953
2802,3.065158018569099
2803,3.0652994498986077
2804,3.0654404863519025
2805,3.065581129031478
2806,3.0657213790367495
2807,3.065861237464064
2808,3.0660007054067067
2809,3.066139783954911
2810,3.0662784741958657
2811,3.0664167772137247
2812,3.0665546940896147
2813,3.066692225901644
2814,3.0668293737249104
2815,3.0669661386315106
2816,3.067102521690548
2817,3.06723852396814
2818,3.0673741465274293
2819,3.067509390428589
2820,3.0676442567288316
2821,3.0677787464824195
2822,3.067912860740671
2823,3.0680466005519684
2824,3.0681799669617678
2825,3.0683129610126056
2826,3.0684455837441083
2827,3.0685778361929987
2828,3.068709719393106
2829,3.0688412343753733
2830,3.0689723821678636
2831,3.0691031637957713
2832,3.069233580281428
2833,3.06936363264431
2834,3.069493321901048
2835,3.0696226490654346
2836,3.0697516151484314
2837,3.0698802211581775
2838,3.070008468099997
2839,3.0701363569764077
2840,3.070263888787128
2841,3.0703910645290855
2842,3.0705178851964234
2843,3.07064435178051
2844,3.070770465269946
2845,3.0708962266505715
2846,3.0710216369054737
2847,3.0711466970149957
2848,3.0712714079567434
2849,3.071395770705593
2850,3.071519786233699
2851,3.071643455510501
2852,3.0717667795027337
2853,3.07188975917443
2854,3.072012395486934
2855,3.0721346893989034
2856,3.072256641866321
2857,3.0723782538424995
2858,3.0724995262780905
2859,3.072620460121091
2860,3.072741056316852
2861,3.0728613158080837
2862,3.0729812395348652
2863,3.073100828434651
2864,3.0732200834422776
2865,3.073339005489972
2866,3.073457595507358
2867,3.073575854421464
2868,3.0736937831567306
2869,3.0738113826350166
2870,3.073928653775608
2871,3.0740455974952225
2872,3.07416221470802
2873,3.0742785063256073
2874,3.0743944732570463
2875,3.07451011640886
2876,3.0746254366850416
2877,3.0747404349870595
2878,3.074855112213865
2879,3.0749694692619007
